id,rubrika,datum,mesec,avtorji,st_besed,cos_podobnost_1,L_podobnost_1,zamik_objav_1[min],id_podobnih_1,cos_podobnost_2,L_podobnost_2,zamik_objav_2[min],id_podobnih_2,cos_podobnost_3,L_podobnost_3,zamik_objav_3[min],id_podobnih_3 
11906-R,sport,2023-04-05,202304,['M. L.'],542,0.614917,66,1051.0,26295-S,0.612187,42,3582.0,26482-S,0.600208,58,4092.0,26500-S
11907-R,sport,2023-04-05,202304,['M. L.'],525,0.521126,63,4059.0,26499-S,0.506166,59,4658.0,26532-S,0.502722,54,2113.0,26376-S
11908-R,sport,2023-04-05,202304,"['T. J.', 'D. S.']",491,0.573183,50,4397.0,26521-S,0.565001,57,4597.0,26532-S,0.562912,54,4932.0,26546-S
11909-R,sport,2023-04-05,202304,['T. J.'],133,0.554164,40,130.0,26210-S,0.412754,40,2016.0,26376-S,0.412339,42,3456.0,26482-S
11910-R,sport,2023-04-05,202304,['Tilen Jamnik'],2151,0.446362,51,297.0,26233-S,0.418038,51,4303.0,26518-S,0.414492,53,2640.0,26402-S
11911-R,sport,2023-04-05,202304,['T. J.'],271,0.590738,55,149.0,26227-S,0.553141,60,3359.0,26482-S,0.547173,61,4799.0,26546-S
11912-R,sport,2023-04-05,202304,['T. J.'],600,0.649231,51,3326.0,26482-S,0.611919,69,795.0,26295-S,0.606725,63,5082.0,26550-S
11913-R,sport,2023-04-05,202304,['T. J.'],276,0.597566,46,3273.0,26482-S,0.557354,65,172.0,26239-S,0.556153,66,742.0,26295-S
11914-R,sport,2023-04-05,202304,['T. J.'],339,0.513525,50,715.0,26296-S,0.489249,54,4608.0,26544-S,0.474439,61,4313.0,26532-S
11915-R,sport,2023-04-05,202304,['T. J.'],361,0.518475,57,4276.0,26532-S,0.518461,52,4611.0,26546-S,0.516282,52,4571.0,26544-S
11916-R,sport,2023-04-05,202304,['T. J.'],1316,0.567956,50,4493.0,26544-S,0.563822,37,2913.0,26476-S,0.514322,42,1653.0,26376-S
11917-R,sport,2023-04-05,202304,['A. G.'],782,0.629876,61,3566.0,26499-S,0.609763,57,4165.0,26532-S,0.604739,54,3060.0,26482-S
11918-R,sport,2023-04-05,202304,['S. J.'],288,0.50786,55,4143.0,26532-S,0.492776,40,1902.0,26378-S,0.483655,55,3544.0,26499-S
11919-R,sport,2023-04-05,202304,['S. J.'],326,0.952359,51,886.0,26319-S,0.582075,46,3921.0,26521-S,0.576677,41,3466.0,26491-S
11920-R,sport,2023-04-05,202304,"['S. J.', 'T. J.', 'D. S.']",1172,0.719787,72,1377.0,26369-S,0.69684,67,476.0,26295-S,0.695489,49,3007.0,26482-S
11921-R,sport,2023-04-03,202304,"['Toni Gruden', 'Slavko Jerič']",892,0.714827,45,1534.0,26491-S,0.693761,47,5035.0,26678-S,0.667669,52,2524.0,26546-S
11922-R,sport,2023-04-03,202304,['A. G.'],276,0.465001,35,90.0,26387-S,0.425789,53,582.0,26437-S,0.418695,39,1980.0,26520-S
11923-R,sport,2023-04-03,202304,['STA'],77,0.387766,46,4983.0,26678-S,0.327348,33,42.0,26387-S,0.326915,50,312.0,26407-S
11924-R,sport,2023-04-03,202304,['A. G.'],310,0.38714,60,2404.0,26544-S,0.381728,62,2109.0,26532-S,0.381552,59,3559.0,26600-S
11925-R,sport,2023-04-03,202304,['T. O.'],245,0.419274,53,1562.0,26504-S,0.416763,48,466.0,26437-S,0.4076,59,1474.0,26500-S
11926-R,sport,2023-04-03,202304,['A. G.'],330,0.498505,44,720.0,26476-S,0.486094,44,2300.0,26544-S,0.460551,52,900.0,26482-S
11927-R,sport,2023-04-03,202304,['A. G.'],311,0.568515,45,1792.0,26521-S,0.561522,42,137.0,26403-S,0.552003,49,887.0,26482-S
11928-R,sport,2023-04-03,202304,['T. O.'],227,0.546866,48,1783.0,26521-S,0.54012,53,2318.0,26546-S,0.529147,59,1983.0,26532-S
11929-R,sport,2023-04-03,202304,['A. G.'],688,0.518781,59,840.0,26482-S,0.492121,62,2240.0,26544-S,0.486113,67,2596.0,26550-S
11930-R,sport,2023-04-03,202304,['T. O.'],210,0.598789,56,1917.0,26532-S,0.582036,44,1717.0,26521-S,0.572147,48,2252.0,26546-S
11931-R,sport,2023-04-03,202304,['T. O.'],463,0.901198,57,46.0,26407-S,0.689424,46,1216.0,26491-S,0.668169,53,766.0,26482-S
11932-R,sport,2023-04-03,202304,['T. O.'],863,0.554312,48,2104.0,26544-S,0.540418,56,1809.0,26532-S,0.52821,46,704.0,26482-S
11933-R,sport,2023-04-03,202304,['T. O.'],278,0.687353,54,639.0,26482-S,0.674295,56,1544.0,26521-S,0.647268,59,1744.0,26532-S
11934-R,sport,2023-04-03,202304,['R. K.'],466,0.516302,43,492.0,26482-S,0.502373,37,4812.0,26708-S,0.50225,53,1892.0,26544-S
11935-R,sport,2023-04-03,202304,['Slavko Jerič'],369,0.403628,62,2236.0,26550-S,0.402545,62,4431.0,26678-S,0.39736,67,1078.0,26504-S
11936-R,sport,2023-04-03,202304,['R. K.'],227,0.489909,46,425.0,26482-S,0.457439,55,763.0,26485-S,0.452807,50,1865.0,26546-S
11937-R,sport,2023-04-03,202304,['Matej Rijavec'],1176,0.74712,51,404.0,26482-S,0.694221,57,1002.0,26504-S,0.668161,65,914.0,26500-S
11938-R,sport,2023-04-03,202304,['R. K.'],373,0.523953,52,1752.0,26546-S,0.520969,52,312.0,26482-S,0.518759,58,1417.0,26532-S
11939-R,sport,2023-04-03,202304,['Tilen Jamnik'],2353,0.88604,57,304.0,26482-S,0.801626,57,5684.0,26776-S,0.753666,63,814.0,26500-S
11940-R,sport,2023-04-03,202304,['R. K.'],303,0.595631,75,15.0,26469-S,0.444412,53,211.0,26482-S,0.437193,50,3481.0,26622-S
11941-R,sport,2023-04-03,202304,['A. G.'],2072,0.607268,49,1170.0,26544-S,0.602041,48,5501.0,26794-S,0.552672,57,875.0,26532-S
11942-R,sport,2023-04-02,202304,['T. O.'],424,0.496252,50,1150.0,26546-S,0.495103,59,815.0,26532-S,0.474326,49,615.0,26521-S
11943-R,sport,2023-04-02,202304,['T. O.'],149,0.50776,47,560.0,26521-S,0.5049,55,760.0,26532-S,0.498336,54,1095.0,26546-S
11944-R,sport,2023-04-02,202304,['S. J.'],273,0.361809,44,5328.0,26794-S,0.353576,34,4267.0,26713-S,0.34957,43,3694.0,26699-S
11945-R,sport,2023-04-02,202304,['T. O.'],490,0.635148,65,2300.0,26612-S,0.626469,64,486.0,26521-S,0.624433,65,686.0,26532-S
11946-R,sport,2023-04-02,202304,['T. O.'],212,0.697811,32,7.0,26495-S,0.542125,52,432.0,26521-S,0.518551,52,1387.0,26558-S
11947-R,sport,2023-04-02,202304,"['S. J.', 'Klemen Verlič', 'Val 202']",138,0.386391,51,415.0,26521-S,0.369437,55,950.0,26546-S,0.365102,52,2065.0,26600-S
11948-R,sport,2023-04-02,202304,['Slavko Jerič'],1070,0.775685,64,4871.0,26776-S,0.773216,58,596.0,26532-S,0.757892,53,931.0,26546-S
11949-R,sport,2023-04-02,202304,['M. L.'],170,0.361876,57,584.0,26532-S,0.352269,40,5210.0,26794-S,0.352264,50,919.0,26546-S
11950-R,sport,2023-04-02,202304,['T. O.'],301,0.348054,45,347.0,26521-S,0.334173,59,547.0,26532-S,0.328787,49,882.0,26546-S
11951-R,sport,2023-04-02,202304,['M. L.'],210,0.934695,23,1.0,26507-S,0.298526,50,120.0,26512-S,0.283963,39,5592.0,26812-S
11952-R,sport,2023-04-02,202304,['D. S.'],351,0.598877,49,200.0,26521-S,0.580816,58,400.0,26532-S,0.580229,57,735.0,26546-S
11953-R,sport,2023-04-02,202304,['M. L.'],135,0.498875,40,1807.0,26600-S,0.446859,68,4797.0,26787-S,0.435723,42,3011.0,26661-S
11954-R,sport,2023-04-02,202304,['Tilen Jamnik'],824,0.76501,59,4629.0,26776-S,0.760788,55,154.0,26521-S,0.733437,50,3569.0,26708-S
11955-R,sport,2023-04-02,202304,['Tilen Jamnik'],954,0.781311,62,4581.0,26776-S,0.776498,38,3521.0,26708-S,0.771319,57,28.0,26514-S
11956-R,sport,2023-04-02,202304,['T. O.'],701,0.618836,63,228.0,26532-S,0.60396,61,563.0,26546-S,0.597338,59,28.0,26521-S
11957-R,sport,2023-04-02,202304,['To. G.'],286,0.375045,67,2326.0,26619-S,0.367465,44,5340.0,26812-S,0.361433,41,4457.0,26774-S
11958-R,sport,2023-04-02,202304,['D. S.'],96,0.352752,55,411.0,26546-S,0.320603,61,76.0,26532-S,0.311624,53,5268.0,26816-S
11959-R,sport,2023-04-02,202304,['To. G.'],210,0.960185,0,66.0,26540-S,0.744794,28,1500.0,26608-S,0.414829,34,1555.0,26612-S
11960-R,sport,2023-04-02,202304,"['To. G.', 'S. J.']",666,0.68873,60,4160.0,26776-S,0.68502,50,220.0,26546-S,0.649279,36,3100.0,26708-S
11961-R,sport,2023-04-02,202304,['To. G.'],872,0.7111,53,1187.0,26589-S,0.675802,40,3093.0,26708-S,0.658539,52,213.0,26546-S
11962-R,sport,2023-04-02,202304,['To. G.'],602,0.560443,53,4471.0,26794-S,0.552999,54,2010.0,26622-S,0.547956,51,140.0,26544-S
11963-R,sport,2023-04-02,202304,['Mitja Lisjak'],911,0.709957,53,163.0,26546-S,0.645345,49,2203.0,26633-S,0.636677,52,123.0,26544-S
11964-R,sport,2023-04-02,202304,['A. G.'],1130,0.691905,41,4141.0,26794-S,0.622865,62,3955.0,26787-S,0.620585,62,3790.0,26776-S
11965-R,sport,2023-04-01,202304,['S. J.'],234,0.474048,51,3985.0,26794-S,0.468353,66,3799.0,26787-S,0.466454,56,809.0,26600-S
11966-R,sport,2023-04-01,202304,['S. J.'],253,0.873442,44,28.0,26558-S,0.597697,64,3548.0,26776-S,0.547894,31,2488.0,26708-S
11967-R,sport,2023-04-01,202304,['A. G.'],1152,0.687932,66,3488.0,26776-S,0.646102,58,4912.0,26864-S,0.643116,59,663.0,26600-S
11968-R,sport,2023-04-01,202304,['S. J.'],173,0.908479,0,6.0,26561-S,0.424515,65,3631.0,26787-S,0.421044,41,641.0,26600-S
11969-R,sport,2023-04-01,202304,['S. J.'],284,0.598382,65,4802.0,26860-S,0.461977,55,3779.0,26795-S,0.45632,49,1549.0,26637-S
11970-R,sport,2023-04-01,202304,['S. J.'],202,0.382713,33,1477.0,26632-S,0.362869,59,3327.0,26770-S,0.352297,30,4553.0,26836-S
11971-R,sport,2023-04-01,202304,['Slavko Jerič'],706,0.6457,42,1843.0,26678-S,0.621413,52,1232.0,26625-S,0.613356,63,3272.0,26776-S
11972-R,sport,2023-04-01,202304,['R. K.'],278,0.548117,45,1317.0,26629-S,0.483821,60,3246.0,26776-S,0.482019,42,3223.0,26774-S
11973-R,sport,2023-04-01,202304,['D. S.'],258,0.477245,36,4663.0,26864-S,0.457538,42,2179.0,26708-S,0.449903,74,3239.0,26776-S
11974-R,sport,2023-04-01,202304,['R. K.'],233,0.469611,64,3135.0,26776-S,0.4395,42,310.0,26600-S,0.435504,43,5198.0,26902-S
11975-R,sport,2023-04-01,202304,['R. K.'],408,0.469706,55,5176.0,26902-S,0.464095,59,4305.0,26838-S,0.462634,66,959.0,26619-S
11976-R,sport,2023-04-01,202304,['R. K.'],272,0.847722,64,60.0,26586-S,0.396527,66,943.0,26619-S,0.390985,67,4617.0,26879-S
11977-R,sport,2023-04-01,202304,['To. G.'],1270,0.6228,37,3421.0,26794-S,0.60382,43,245.0,26600-S,0.58455,62,3070.0,26776-S
11978-R,sport,2023-04-01,202304,"['R. K.', 'S. J.']",784,0.480477,57,3421.0,26794-S,0.462679,60,3070.0,26776-S,0.457827,59,245.0,26600-S
11979-R,sport,2023-04-01,202304,['STA'],34,0.309327,39,1994.0,26708-S,0.277681,71,3054.0,26776-S,0.246205,28,4361.0,26850-S
11980-R,sport,2023-04-01,202304,"['T. O.', 'S. J.']",223,0.524839,48,862.0,26633-S,0.50484,49,12.0,26604-S,0.461443,49,1402.0,26687-S
11981-R,sport,2023-04-01,202304,['T. O.'],575,0.642722,59,2744.0,26776-S,0.635962,45,1684.0,26708-S,0.602631,55,2692.0,26770-S
11982-R,sport,2023-04-01,202304,['T. O.'],920,0.329056,43,3050.0,26794-S,0.327645,63,4219.0,26879-S,0.32697,51,5536.0,26959-S
11983-R,sport,2023-04-01,202304,['T. O.'],396,0.656938,60,2670.0,26776-S,0.648517,57,2618.0,26770-S,0.644625,39,1610.0,26708-S
11984-R,sport,2023-03-31,202303,['D. S.'],335,0.447956,57,5383.0,26989-S,0.440266,44,2589.0,26794-S,0.419529,56,2931.0,26797-S
11985-R,sport,2023-03-31,202303,['A. G.'],744,0.667912,61,5296.0,26989-S,0.623731,62,2151.0,26776-S,0.609722,56,5224.0,26980-S
11986-R,sport,2023-03-31,202303,['D. S.'],752,0.442321,43,2359.0,26794-S,0.428258,41,3432.0,26864-S,0.415857,55,5153.0,26989-S
11987-R,sport,2023-03-31,202303,['Tilen Jamnik'],557,0.758966,58,1990.0,26776-S,0.698652,46,930.0,26708-S,0.677651,70,1530.0,26724-S
11988-R,sport,2023-03-31,202303,['D. S.'],368,0.957775,4,54.0,26629-S,0.611455,52,5128.0,26989-S,0.577438,37,5056.0,26980-S
11989-R,sport,2023-03-31,202303,['D. S.'],274,0.905933,32,66.0,26647-S,0.551652,53,3019.0,26838-S,0.532868,42,2894.0,26828-S
11990-R,sport,2023-03-31,202303,['R. K.'],126,0.331377,69,4995.0,26991-S,0.312512,35,3159.0,26864-S,0.30688,41,2595.0,26812-S
11991-R,sport,2023-03-31,202303,['R. K.'],384,0.593699,63,1787.0,26787-S,0.592617,66,5722.0,27028-S,0.578833,69,4882.0,26991-S
11992-R,sport,2023-03-31,202303,['STA'],33,0.19894,56,3666.0,26904-S,0.17521,72,1555.0,26776-S,0.174362,41,203.0,26688-S
11993-R,sport,2023-03-31,202303,['M. L.'],329,0.589646,26,2852.0,26852-S,0.487857,52,4665.0,26989-S,0.476467,46,1319.0,26754-S
11994-R,sport,2023-03-31,202303,['Slavko Jerič'],907,0.619277,39,49.0,26678-S,0.612272,42,2902.0,26864-S,0.599741,51,4623.0,26989-S
11995-R,sport,2023-03-31,202303,['M. L.'],309,0.690212,51,2428.0,26820-S,0.582541,63,3931.0,26925-S,0.507495,61,2930.0,26874-S
11996-R,sport,2023-03-31,202303,"['M. L.', 'R. K.']",411,0.516955,43,2845.0,26864-S,0.500481,68,4681.0,26991-S,0.461664,41,5687.0,27043-S
11997-R,sport,2023-03-31,202303,['Matej Rijavec'],2945,0.804328,84,4643.0,26991-S,0.766507,54,1259.0,26766-S,0.741297,72,1383.0,26776-S
11998-R,sport,2023-03-31,202303,['M. L.'],187,0.344249,55,4502.0,26989-S,0.337166,47,1334.0,26774-S,0.322455,49,5648.0,27048-S
11999-R,sport,2023-03-31,202303,['M. L.'],294,0.434747,56,4479.0,26989-S,0.431585,47,1685.0,26794-S,0.404236,49,4917.0,26995-S
12000-R,sport,2023-03-31,202303,['Tilen Jamnik'],1138,0.804117,59,1291.0,26776-S,0.776082,36,231.0,26708-S,0.734276,54,4436.0,26989-S
12001-R,sport,2023-03-31,202303,['Aleš Golob'],1454,0.694339,57,1275.0,26776-S,0.689271,57,4420.0,26989-S,0.666066,41,2699.0,26864-S
12002-R,sport,2023-03-30,202303,['To. G.'],444,0.560129,52,3852.0,26989-S,0.520953,43,1058.0,26794-S,0.519051,61,4435.0,27004-S
12003-R,sport,2023-03-30,202303,['T. O.'],434,0.550345,54,3847.0,26989-S,0.53763,57,702.0,26776-S,0.506791,51,4968.0,27043-S
12004-R,sport,2023-03-30,202303,['Toni Gruden'],790,0.567047,61,2055.0,26864-S,0.558761,63,3776.0,26989-S,0.553156,57,3657.0,26978-S
12005-R,sport,2023-03-30,202303,['T. O.'],488,0.490688,57,1992.0,26864-S,0.475969,55,545.0,26774-S,0.459076,71,3828.0,26991-S
12006-R,sport,2023-03-30,202303,['T. O.'],211,0.503086,43,4791.0,27043-S,0.494161,54,3670.0,26989-S,0.487125,46,502.0,26774-S
12007-R,zabava-in-slog,2023-03-30,202303,['K. S.'],756,0.736652,73,523.0,26776-S,0.687625,61,3504.0,26969-S,0.681939,55,1440.0,26816-S
12008-R,sport,2023-03-30,202303,['T. O.'],421,0.617093,73,2983.0,26925-S,0.535844,56,1480.0,26820-S,0.534515,62,1982.0,26874-S
12009-R,sport,2023-03-30,202303,['Tilen Jamnik'],648,0.753097,63,497.0,26776-S,0.72624,56,3642.0,26989-S,0.716367,29,4763.0,27043-S
12010-R,sport,2023-03-30,202303,['To. G.'],366,0.418769,63,3608.0,26989-S,0.40507,54,814.0,26794-S,0.400066,56,4729.0,27043-S
12011-R,sport,2023-03-30,202303,['T. O.'],133,0.43436,53,4694.0,27043-S,0.420121,56,405.0,26774-S,0.418824,57,3307.0,26964-S
12012-R,sport,2023-03-30,202303,['Toni Gruden'],1675,0.637871,55,3561.0,26989-S,0.636902,47,1766.0,26854-S,0.636315,58,416.0,26776-S
12013-R,sport,2023-03-30,202303,['To. G.'],126,0.864293,16,49.0,26734-S,0.483123,47,3417.0,26978-S,0.471845,49,3536.0,26989-S
12014-R,sport,2023-03-30,202303,['T. O.'],124,0.455592,34,6.0,26738-S,0.45451,51,3469.0,26989-S,0.442381,66,489.0,26787-S
12015-R,sport,2023-03-30,202303,['T. O.'],436,0.45454,34,1703.0,26864-S,0.446017,46,2342.0,26902-S,0.42323,41,1011.0,26803-S
12016-R,sport,2023-03-30,202303,['Tilen Jamnik'],1096,0.792158,62,181.0,26776-S,0.767124,67,3441.0,26991-S,0.723715,61,3326.0,26989-S
12017-R,sport,2023-03-30,202303,['R. K.'],264,0.869114,36,114.0,26774-S,0.541892,55,3282.0,26989-S,0.541876,27,4403.0,27043-S
12018-R,sport,2023-03-30,202303,['R. K.'],234,0.609057,31,1438.0,26852-S,0.500184,44,4372.0,27043-S,0.488361,54,3251.0,26989-S
12019-R,sport,2023-03-30,202303,['Slavko Jerič'],642,0.641781,57,3233.0,26989-S,0.620264,69,3348.0,26991-S,0.591208,51,1512.0,26864-S
12020-R,sport,2023-03-30,202303,['R. K.'],163,0.423934,48,1404.0,26864-S,0.388734,56,1296.0,26851-S,0.380712,46,1412.0,26866-S
12021-R,sport,2023-03-30,202303,['Slavko Jerič'],275,0.55513,61,3110.0,26989-S,0.535175,56,5070.0,27091-S,0.531233,51,4974.0,27087-S
12022-R,sport,2023-03-30,202303,['Tilen Jamnik'],731,0.738205,45,5492.0,27117-S,0.727346,41,1712.0,26901-S,0.692812,56,3037.0,26989-S
12023-R,sport,2023-03-30,202303,['R. K.'],460,0.555787,55,2914.0,26989-S,0.55477,35,4035.0,27043-S,0.539361,43,120.0,26794-S
12024-R,sport,2023-03-30,202303,['R. K.'],1281,0.504157,47,2615.0,26989-S,0.502713,60,3198.0,27004-S,0.466462,39,4563.0,27090-S
12025-R,sport,2023-03-29,202303,['M. R.'],318,0.483307,56,58.0,26797-S,0.426412,64,2510.0,26989-S,0.419598,71,2244.0,26964-S
12026-R,sport,2023-03-29,202303,['To. G.'],619,0.566887,53,2466.0,26989-S,0.550578,41,5461.0,27137-S,0.540937,49,3076.0,27006-S
12027-R,sport,2023-03-29,202303,['To. G.'],574,0.539203,55,2429.0,26989-S,0.53506,33,708.0,26864-S,0.507264,30,4377.0,27090-S
12028-R,sport,2023-03-29,202303,['To. G.'],151,0.484299,53,2295.0,26989-S,0.456941,44,4159.0,27087-S,0.452167,40,3416.0,27043-S
12029-R,sport,2023-03-29,202303,['M. R.'],459,0.554374,60,2293.0,26989-S,0.53129,55,4241.0,27090-S,0.501584,62,2876.0,27004-S
12030-R,sport,2023-03-29,202303,['M. R.'],191,0.584227,58,62.0,26821-S,0.468289,62,2220.0,26989-S,0.434014,63,3341.0,27043-S
12031-R,sport,2023-03-29,202303,['To. G.'],410,0.869654,0,14.0,26820-S,0.729442,54,516.0,26874-S,0.685772,62,1517.0,26925-S
12032-R,sport,2023-03-29,202303,['Tilen Jamnik'],764,0.765574,33,29.0,26850-S,0.727775,46,4322.0,27117-S,0.684687,44,4862.0,27137-S
12033-R,sport,2023-03-29,202303,['STA'],152,0.781986,62,112.0,26859-S,0.547967,51,4321.0,27117-S,0.511826,49,2476.0,27006-S
12034-R,sport,2023-03-29,202303,['S. J.'],261,0.787339,31,22.0,26852-S,0.484709,56,1835.0,26989-S,0.475629,41,2956.0,27043-S
12035-R,kolumne,2023-03-29,202303,['Slavko Jerič'],658,0.620678,68,1725.0,26989-S,0.615246,74,1840.0,26991-S,0.596276,66,2335.0,27006-S
12036-R,sport,2023-03-29,202303,"['S. J.', 'To. G.']",519,0.630419,55,1715.0,26989-S,0.586745,51,2836.0,27043-S,0.581396,74,1661.0,26986-S
12037-R,sport,2023-03-29,202303,['S. J.'],255,0.899705,37,140.0,26889-S,0.463914,56,1687.0,26989-S,0.434795,47,3551.0,27087-S
12038-R,sport,2023-03-29,202303,"['S. J.', 'To. G.']",512,0.636408,59,1616.0,26989-S,0.602469,53,4611.0,27137-S,0.597799,53,3480.0,27087-S
12039-R,sport,2023-03-29,202303,['S. J.'],180,0.931729,40,52.0,26890-S,0.486548,55,1592.0,26989-S,0.458337,31,2713.0,27043-S
12040-R,sport,2023-03-29,202303,['S. J.'],320,0.538414,36,38.0,26891-S,0.489866,55,1568.0,26989-S,0.478213,31,3516.0,27090-S
12041-R,sport,2023-03-29,202303,['S. J.'],632,0.399589,61,2115.0,27004-S,0.376069,56,1532.0,26989-S,0.35817,55,16.0,26893-S
12042-R,sport,2023-03-29,202303,['Tilen Jamnik'],2528,0.821765,69,3959.0,27117-S,0.765341,72,1619.0,26991-S,0.741186,70,4809.0,118-S
12043-R,sport,2023-03-28,202303,['D. S.'],271,0.43033,57,947.0,26989-S,0.40978,57,2895.0,27090-S,0.408276,55,2811.0,27087-S
12044-R,sport,2023-03-28,202303,['R. K.'],227,0.405881,39,4383.0,127-S,0.383588,56,935.0,26989-S,0.366537,50,2263.0,27071-S
12045-R,sport,2023-03-28,202303,"['D. S.', 'Antonija Ražen', 'TV Slovenija']",259,0.558695,54,3336.0,27117-S,0.552445,70,996.0,26991-S,0.55168,62,5316.0,171-S
12046-R,sport,2023-03-28,202303,['M. R.'],334,0.479205,70,864.0,26989-S,0.47291,68,2824.0,27091-S,0.468957,72,5294.0,170-S
12047-R,sport,2023-03-28,202303,['D. S.'],289,0.405902,67,5249.0,171-S,0.395,63,929.0,26991-S,0.371676,66,1769.0,27028-S
12048-R,zabava-in-slog,2022-07-31,202207,['K. S.'],291,0.546486,85,770.0,19659-S,0.537254,76,3121.0,19770-S,0.510664,30,202.0,19652-S
12049-R,sport,2023-03-28,202303,['R. K.'],437,0.816522,40,13.0,26925-S,0.531498,76,789.0,26991-S,0.514742,70,674.0,26989-S
12050-R,sport,2023-03-28,202303,['Tilen Jamnik'],809,0.74711,71,718.0,26991-S,0.72639,70,5038.0,171-S,0.692073,69,3058.0,27117-S
12051-R,kolumne,2023-03-28,202303,['R. K.'],674,0.715757,66,5010.0,171-S,0.706765,72,690.0,26991-S,0.686796,43,3030.0,27117-S
12052-R,sport,2023-03-28,202303,['R. K.'],210,0.794339,34,40.0,26941-S,0.383204,55,527.0,26989-S,0.373539,61,1110.0,27004-S
12053-R,sport,2023-03-28,202303,['Slavko Jerič'],97,0.241395,40,2295.0,27091-S,0.234941,56,335.0,26989-S,0.231528,32,1456.0,27043-S
12054-R,sport,2022-07-07,202207,['R. K.'],47,0.332167,42,694.0,21386-S,0.303152,58,4900.0,21612-S,0.285999,48,936.0,21400-S
12055-R,sport,2023-03-28,202303,['T. J.'],218,0.367162,41,5243.0,185-S,0.365043,31,5445.0,206-S,0.327983,38,1214.0,27026-S
12056-R,sport,2023-03-28,202303,['T. J.'],272,0.428925,68,413.0,26991-S,0.411825,54,5552.0,214-S,0.403177,68,1253.0,27028-S
12057-R,sport,2023-03-28,202303,['Toni Gruden'],1056,0.627823,68,360.0,26991-S,0.618674,64,4680.0,171-S,0.578349,64,1200.0,27028-S
12058-R,sport,2023-03-28,202303,['T. J.'],327,0.879341,42,64.0,26978-S,0.528936,55,183.0,26989-S,0.498491,55,2143.0,27091-S
12059-R,sport,2023-03-28,202303,['T. J.'],262,0.540958,51,595.0,26995-S,0.461338,56,157.0,26989-S,0.419496,38,2105.0,27090-S
12060-R,sport,2023-03-28,202303,"['T. J.,']",1372,0.655258,56,288.0,27004-S,0.652349,50,1653.0,27090-S,0.648954,57,3990.0,169-S
12061-R,sport,2023-03-27,202303,['D. S.'],339,0.491229,54,4343.0,172-S,0.448252,53,1435.0,27086-S,0.447227,51,1548.0,27091-S
12062-R,sport,2023-03-27,202303,['T. O.'],237,0.398675,42,4505.0,187-S,0.395326,43,678.0,27043-S,0.380127,64,3992.0,171-S
12063-R,sport,2023-03-27,202303,"['T. O.', 'Miha Mišič']",284,0.594271,64,3966.0,171-S,0.584525,46,652.0,27043-S,0.563999,51,1986.0,27117-S
12064-R,sport,2023-03-27,202303,['D. S.'],372,0.667421,47,1801.0,27117-S,0.648448,65,3781.0,171-S,0.593552,54,2651.0,118-S
12065-R,sport,2023-03-27,202303,['T. O.'],1263,0.496973,35,2686.0,122-S,0.412058,53,2688.0,124-S,0.35878,35,1254.0,27090-S
12066-R,sport,2023-03-27,202303,['D. S.'],271,0.921322,46,143.0,27020-S,0.361854,63,3732.0,171-S,0.349344,47,5047.0,259-S
12067-R,sport,2023-03-27,202303,['D. S.'],454,0.965717,25,39.0,27018-S,0.450446,57,4027.0,178-S,0.434679,58,4990.0,259-S
12068-R,zabava-in-slog,2023-03-27,202303,['J. R.'],198,0.416017,67,3547.0,171-S,0.409108,59,233.0,27043-S,0.406259,56,2919.0,145-S
12069-R,sport,2023-03-27,202303,['Toni Gruden'],1288,0.662051,52,1911.0,27137-S,0.660496,59,2361.0,126-S,0.654518,63,3351.0,171-S
12070-R,sport,2023-03-27,202303,['R. K.'],467,0.632147,40,684.0,27087-S,0.63037,38,780.0,27091-S,0.615246,55,5231.0,276-S
12071-R,sport,2023-03-27,202303,['R. K.'],166,0.840935,18,141.0,27074-S,0.515229,69,3220.0,171-S,0.498452,41,649.0,27087-S
12072-R,sport,2023-03-27,202303,['Slavko Jerič'],232,0.444552,57,2212.0,126-S,0.442699,40,727.0,27091-S,0.439041,33,927.0,27100-S
12073-R,sport,2023-03-27,202303,['R. K.'],410,0.588094,34,699.0,27090-S,0.548832,61,3036.0,169-S,0.527267,69,3186.0,171-S
12074-R,sport,2023-03-27,202303,['R. K.'],324,0.435092,52,1513.0,27136-S,0.416148,50,4308.0,250-S,0.392222,49,3423.0,172-S
12075-R,sport,2023-03-27,202303,['Matej Rijavec'],1415,0.795093,66,3067.0,171-S,0.768635,55,1087.0,27117-S,0.712586,58,496.0,27087-S
12076-R,sport,2023-03-26,202303,['R. K.'],416,0.972431,23,56.0,27089-S,0.592348,58,1103.0,27137-S,0.572844,63,2543.0,171-S
12077-R,sport,2023-03-26,202303,['D. S.'],135,0.66665,36,21.0,27092-S,0.426525,22,1451.0,125-S,0.245776,52,1430.0,124-S
12078-R,sport,2023-03-26,202303,['S. J.'],306,0.969667,0,87.0,27097-S,0.504229,49,1814.0,145-S,0.50333,62,2442.0,171-S
12079-R,sport,2023-03-26,202303,['R. K.'],1456,0.615004,57,2190.0,169-S,0.561001,50,5155.0,349-S,0.55437,55,3590.0,253-S
12080-R,sport,2023-03-26,202303,['S. J.'],488,0.710722,43,52.0,27100-S,0.554951,41,1487.0,136-S,0.493243,41,2322.0,170-S
12081-R,sport,2023-03-26,202303,['D. S.'],384,0.467204,61,2168.0,169-S,0.462713,49,2638.0,172-S,0.459182,53,5133.0,349-S
